INPUT 1,INPUT 2,INPUT 3,INPUT 4,OUTPUT 1
0.0,0.0,0.0,0.0,2.25
0.01010083833352769,0.04040129216638276,0.09089517831083116,0.1615721925054399,2.1797030927035035
0.02020064608319138,0.08078609625271994,0.18170689636181858,0.32288065647161535,2.011531256776679
0.03029839277027705,0.12113793090787905,0.2723517705266111,0.48366209383397013,1.7513389223996034
0.04039304812635997,0.16144032823580767,0.3627465703754776,0.6436540667747159,1.408006911687391
0.05048358219842245,0.20167684051620924,0.4528082950977689,0.8025954260907417,0.9931723619357296
0.06056896545393953,0.24183104691698507,0.5424542497135421,0.9602267374581634,0.5208670755090343
0.07064816888592167,0.2818865601957031,0.6316021210043714,1.1162907048977373,0.007075994673673591
0.08072016411790384,0.32182703338735796,0.7201700530936226,1.2705325907499287,-0.5307698576047075
0.09078392350887036,0.36163616647569474,0.8080767226067957,1.4227006314741286,-1.0743494577542991
0.10083842025810462,0.4012977130453709,0.8952414133429234,1.5725464485933194,-1.605038739625979
0.110882628509953,0.44079548691224457,0.9815840903884567,1.7198254541134224,-2.10450925388126
0.12091552345849253,0.4801133687290817,1.0670254736055964,1.8642972497555768,-2.555318948962846
0.1309360814520914,0.5192353125639861,1.1514871104275812,2.0057260193496926,-2.941475734563803
0.14094328009785154,0.5581453524488686,1.2348914478941,2.1438809137487937,-3.2489553653552523
0.15093609836592292,0.5968276088952822,1.317161903860682,2.2785364276358626,-3.4661566670293595
0.16091351669367898,0.6352662953749644,1.3982229373166826,2.4094727676081447,-3.5842791697518734
0.17087451708974177,0.673445724762441,1.4780001177472908,2.5364762109380954,-3.597610748774472
0.18081808323784737,0.7113503157370643,1.556420193475882,2.6593394544253837,-3.503715814909656
0.19074320060054012,0.7489645991418699,1.633411158923955,2.777861952770526,-3.303517852042969
0.20064885652268544,0.7862732242966597,1.7089023207268972,2.891850245917842,-3.001273557804624
0.21053404033479045,0.8232609652627332,1.7828243626448683,3.001118274833417,-2.604439393160252
0.22039774345612229,0.8599127270567112,1.8551094092092113,3.1054876852026423,-2.123434870231169
0.23023895949761297,0.8962135518109151,1.925691088045931,3.204788118551613,-1.571310289196401
0.24005668436454086,0.9321486248777884,1.9945045908190377,3.2988574903172045,-0.9633297634139208
0.24984991635897805,0.9677032808758693,2.0614867327377757,3.3875422544119336,-0.31648314401874833
0.25961765628199307,1.0028630096748463,2.126576010573115,3.470697653851773,0.3510572199673694
0.26935890753559866,1.0376134623172548,2.1897126591302216,3.5481879570378254,1.020517148991905
0.2790726762244343,1.0719404568743969,2.250838706125063,3.6198866793061795,1.6731197727635974
0.28875797125717284,1.1058299842340977,2.309898025414754,3.6856767893843254,2.2906835924189823
0.2984138044476411,1.1392682138179313,2.3668363885327723,3.745450900417139,2.856199962417587
0.308039190615644,1.1722414992255872,2.421601514481718,3.7991114452506176,3.354371177699912
0.3176331476874822,1.2047363838040723,2.4741431177379036,3.8465708356872783,3.772091657800054
0.32719469679615226,1.2367396061394742,2.5244129544236893,3.8877516054532513,4.098856600604362
0.3367228623812205,1.2682381054690477,2.572364866605179,3.9225865366437245,4.3270848722268
0.3462166722883586,1.2992190270114132,2.6179548246745856,3.951018769440336,4.452345727087571
0.35567515786853215,1.3296697272126918,2.6611409677783686,3.9730018949214307,4.473482120513982
0.3650973540768315,1.3595777789064383,2.701883642254014,3.9885000308136944,4.392626780607085
0.37448229957093493,1.388930976385263,2.7401454380401535,3.9974878800615086,4.215110734547789
0.3838290368091937,1.4177173403820766,2.775891223026618,3.9999507721184355,3.9492675207016394
0.39313661214832984,1.445925122958921,2.8090881753128545,3.9958846868934272,3.6061397453396076
0.4024040759407358,1.4735428123013936,2.8397058133451054,3.98529626131268,3.199097848647243
0.4116304826313666,1.5005591374167084,2.8677160239046793,3.9682027784864133,2.7433838233973
0.4208148908542144,1.5269630727334755,2.893093087921599,3.9446321394982657,2.2555950864674834
0.4299563635283556,1.5527438426013211,2.9158137040899383,3.914622817863348,1.7531256574782463
0.4390539679535607,1.5778909256885147,2.9358570102631636,3.8782237967292943,1.253583185977276
0.44810677590545755,1.6023940592758066,2.9532046026098233,3.8354944889228144,0.7742011432849061
0.45711386373023716,1.626243243444721,2.9678405525120106,3.786504639972249,0.33126563201781656
0.4660743124388942,1.6494287451586023,2.979751421191073,3.731334214264429,-0.060424238856193746
0.4749872078009907,1.6719411022347415,2.988926272047144,3.67007326452165,-0.38804459592169493
0.48385164043793466,1.6937711272059668,2.9953566807011685,3.602821784811822,-0.6411675606792038
0.4926667059157636,1.7149099110701194,2.9990367427301923,3.5296895473317074,-0.8121006756714082
0.5014315048374232,1.7353488269258865,2.9999630790888268,3.4507959232296765,-0.8961338518809896
0.5101451429345328,1.7550795334935074,2.9981348392118963,3.3662696877604246,-0.8916857640959392
0.5188067311586274,1.7740939785189127,2.993553701795434,3.27624881008971,-0.8003449585856259
0.5274153857718655,1.7923844020599127,2.9862238732552946,3.1808802280921964,-0.6268044302752263
0.5359702284371984,1.8099433396530897,2.97615208386481,3.080319608509987,-0.37869195927634647
0.544470386307985,1.8267636253601025,2.9633475815750288,2.9747310928633457,-0.06630195245601889
0.5529149921170489,1.8428383946921627,2.947822123523218,2.8642870295283305,0.2977621994205609
0.5613031842651643,1.858161087411485,2.929589965237418,2.7491676924186756,0.6990232723689807
0.5696341069089657,1.8727254502085695,2.9086678475469707,2.629560986731102,1.1216283217424066
0.5779069100482683,1.886525539254229,2.8850749812110315,2.505662142234345,1.5488931229605352
0.5861207496127936,1.8995557226253088,2.858833029279186,2.3776733946025588,1.9638747694703373
0.5942747875482896,1.9118106826031198,2.829966087200365,2.245803655313217,2.3499533210707213
0.6023681919020362,1.9232854178436392,2.7985006606983216,2.1102681706483506,2.691403092045099
0.6104001369077301,1.9339752454185992,2.764465641433986,1.971288170355694,2.973934507163338
0.6183698030697371,1.9438758027266256,2.727892280477045,1.8290905065432463,3.185188423404036
0.6262763772467039,1.952983049273649,2.6888141596111046,1.6839072833966542,3.315166384244252
0.6341190527345238,1.9612932683218622,2.6472671604987807,1.5359754783237987,3.3565823898211984
0.6418970293486437,1.968803068406549,2.6032894317350403,1.3855365551450203,3.3051243603722416
0.6496095135057066,1.975509384720168,2.5569213538190247,1.2328360699603058,3.1596164565177096
0.6572557183045206,1.981409480363123,2.508205502076548,1.0781232703368184,2.9220766996287972
0.6648348636063459,1.9865009474607154,2.457186607567283,0.9216506884709548,2.5976678004854383
0.6723461761144927,1.9907817081458132,2.4039115160125486,0.763673728989032,2.1945426403111794
0.6797888894532191,1.9942500154068472,2.3484291447814205,0.6044502520594126,1.7235893383508898
0.6871622442459253,1.9969044538007792,2.290790437974627,0.4442401524965171,1.1980841692015116
0.6944654881926315,1.9987439400307543,2.2310483196475093,0.28330493554378183,0.6332636511766928
0.7016978761467353,1.9997677233882047,2.169257645214974,0.12190729002794565,0.04582981306234202
0.7088586701910383,1.9999753860592178,2.1054751510830636,-0.03968934041856766,-0.5465951280673711
0.7159471397130358,1.9993668432950498,2.0397594025534005,-0.20122118736730865,-1.1260467543458397
0.7229625614794605,1.9979423434467136,1.9721707400483255,-0.3624245881336327,-1.6748100756721502
0.7299042197100738,1.9957024678636228,1.9027712237061243,-0.5230364161439018,-2.1760053013218417
0.7367714061506968,1.99264813065634,1.8316245763971861,-0.6827945104276401,-2.614148425567577
0.7435634201454726,1.9887805783235204,1.7587961252134656,-0.8414381035335405,-2.975668104634382
0.7502795687083542,1.9841013892432067,1.6843527414849138,-0.9987082471709079,-3.2493617197446394
0.7569191665938099,1.97861247302868,1.6083627793779987,-1.1543482348817313,-3.4267755030113243
0.7634815363667378,1.9723160697491329,1.5308960131326859,-1.3081040210534944,-3.5024960844077997
0.7699660084715847,1.9652147490154785,1.452023572995488,-1.4597246355887987,-3.4743437173952127
