INPUT 1,OUTPUT 1
0.0,2.25
0.010101010101010102,2.1797030927035035
0.020202020202020204,2.011531256776679
0.030303030303030304,1.7513389223996034
0.04040404040404041,1.408006911687391
0.05050505050505051,0.9931723619357296
0.06060606060606061,0.5208670755090343
0.07070707070707072,0.007075994673673591
0.08080808080808081,-0.5307698576047075
0.09090909090909091,-1.0743494577542991
0.10101010101010102,-1.605038739625979
0.11111111111111112,-2.10450925388126
0.12121212121212122,-2.555318948962846
0.13131313131313133,-2.941475734563803
0.14141414141414144,-3.2489553653552523
0.15151515151515152,-3.4661566670293595
0.16161616161616163,-3.5842791697518734
0.17171717171717174,-3.597610748774472
0.18181818181818182,-3.503715814909656
0.19191919191919193,-3.303517852042969
0.20202020202020204,-3.001273557804624
0.21212121212121213,-2.604439393160252
0.22222222222222224,-2.123434870231169
0.23232323232323235,-1.571310289196401
0.24242424242424243,-0.9633297634139208
0.25252525252525254,-0.31648314401874833
0.26262626262626265,0.3510572199673694
0.27272727272727276,1.020517148991905
0.2828282828282829,1.6731197727635974
0.29292929292929293,2.2906835924189823
0.30303030303030304,2.856199962417587
0.31313131313131315,3.354371177699912
0.32323232323232326,3.772091657800054
0.33333333333333337,4.098856600604362
0.3434343434343435,4.3270848722268
0.3535353535353536,4.452345727087571
0.36363636363636365,4.473482120513982
0.37373737373737376,4.392626780607085
0.38383838383838387,4.215110734547789
0.393939393939394,3.9492675207016394
0.4040404040404041,3.6061397453396076
0.4141414141414142,3.199097848647243
0.42424242424242425,2.7433838233973
0.43434343434343436,2.2555950864674834
0.4444444444444445,1.7531256574782463
0.4545454545454546,1.253583185977276
0.4646464646464647,0.7742011432849061
0.4747474747474748,0.33126563201781656
0.48484848484848486,-0.060424238856193746
0.494949494949495,-0.38804459592169493
0.5050505050505051,-0.6411675606792038
0.5151515151515152,-0.8121006756714082
0.5252525252525253,-0.8961338518809896
0.5353535353535354,-0.8916857640959392
0.5454545454545455,-0.8003449585856259
0.5555555555555556,-0.6268044302752263
0.5656565656565657,-0.37869195927634647
0.5757575757575758,-0.06630195245601889
0.5858585858585859,0.2977621994205609
0.595959595959596,0.6990232723689807
0.6060606060606061,1.1216283217424066
0.6161616161616162,1.5488931229605352
0.6262626262626263,1.9638747694703373
0.6363636363636365,2.3499533210707213
0.6464646464646465,2.691403092045099
0.6565656565656566,2.973934507163338
0.6666666666666667,3.185188423404036
0.6767676767676768,3.315166384244252
0.686868686868687,3.3565823898211984
0.696969696969697,3.3051243603722416
0.7070707070707072,3.1596164565177096
0.7171717171717172,2.9220766996287972
0.7272727272727273,2.5976678004854383
0.7373737373737375,2.1945426403111794
0.7474747474747475,1.7235893383508898
0.7575757575757577,1.1980841692015116
0.7676767676767677,0.6332636511766928
0.7777777777777778,0.04582981306234202
0.787878787878788,-0.5465951280673711
0.797979797979798,-1.1260467543458397
0.8080808080808082,-1.6748100756721502
0.8181818181818182,-2.1760053013218417
0.8282828282828284,-2.614148425567577
0.8383838383838385,-2.975668104634382
0.8484848484848485,-3.2493617197446394
0.8585858585858587,-3.4267755030113243
0.8686868686868687,-3.5024960844077997
0.8787878787878789,-3.4743437173952127
0.888888888888889,-3.343460662654314
0.8989898989898991,-3.114291647730936
0.9090909090909092,-2.794456862094286
0.9191919191919192,-2.3945214755315254
0.9292929292929294,-1.9276690667861955
0.9393939393939394,-1.409289506963396
0.9494949494949496,-0.8564946544778596
0.9595959595959597,-0.2875775925825095
0.9696969696969697,0.2785670014321343
0.9797979797979799,0.8230424856530201
0.98989898989899,1.3275503508762196
1.0,1.77497123562161
