INPUT 1,INPUT 2,INPUT 3,INPUT 4,OUTPUT 1
0.6721671649961916,1.9906887185395323,2.405212827530085,0.7674710545783532,2.2050336975497338
0.3814593955935751,1.4104622825044937,2.7670548648396442,3.9999438604125293,4.024571364335657
0.43811980194128763,1.5753326367748421,2.9339185289301764,3.8822628460844673,1.3043463358097438
0.08510847331005958,0.3391986940770349,0.7585785098619091,1.3371390200141913,-0.7681309379975514
0.6659685750464983,1.9871964088263299,2.4493193939022078,0.8979879382424295,2.5418468443310935
0.23772517611788974,0.9236407169609554,1.9783110906479804,3.2769792886971736,-1.1120277169019976
0.16739911679553993,0.6601479324910375,1.4503008218609166,2.4925999549758204,-3.6050852235546564
0.2775613422079603,1.0666215153750038,2.241451175375374,3.6091033404452886,1.5733135899640396
0.7338845622602509,1.9940354183543696,1.8618368001348682,-0.6155435905249932,-2.4379867256661587
0.36820621773561374,1.369350305168257,2.7148176462314946,3.9921949101235272,4.344250718078369
0.8292335344561078,1.8538420129052084,0.6206489139964476,-2.782665130471705,0.714501275912681
0.4014986283456785,1.4708655316664792,2.836823174679375,3.9866204219695764,3.2413531517221554
0.008774609295686246,0.03509708597626593,0.07896337657835664,0.14036672584982068,2.1946049449221343
0.3908218930748446,1.4389535601679972,2.801059189155136,3.99750793683121,3.6981434644172877
0.8050688258595989,1.9102074463289247,0.9840921638582512,-2.2637610854351533,-1.5990326714329588
0.4337618029916996,1.5633253889904746,2.9245124627008914,3.900192913381536,1.5431064827000456
0.7495193424514747,1.9846745825880834,1.6929011608981437,-0.9808935736418029,-3.222945901493926
0.4927833756109767,1.715185806556054,2.9990670760564897,3.528679816445459,-0.8137921296910227
0.22991330633850734,0.8950167395414161,1.9233807942325827,3.2015813597616205,-1.5905852971726389
0.27820797973189754,1.0688982703661987,2.24547331437579,3.613734008949024,1.6161110178246068
0.0872935382972686,0.34784122727853484,0.7776595540145723,1.370160057574368,-0.8862807411490508
0.48374065212407696,1.6935013189299182,2.9952929860215693,3.603702815755809,-0.6384860066995974
0.1343688817465428,0.5326013666894819,1.1802075796337346,2.053476540769695,-3.0564067767292507
0.6996292135201879,1.999557356636756,2.1872001312354334,0.1682661682306045,0.21574027766424897
0.6959119105372684,1.9990129657016988,2.2189007584416647,0.2511817806337697,0.5174937811948391
0.7717556457181154,1.9630969176256574,1.429846100929223,-1.5014829491163748,-3.4481232846199257
0.4325069694738172,1.5598460567743466,2.9216938543971382,3.9050773653920166,1.6122710902021151
0.03486241019714045,0.1393648723388595,0.3132532356628248,0.5561044306038114,1.605785655363413
0.01672836731932143,0.06690410614735218,0.15049913102480972,0.26746664595315056,2.0800925921828655
0.7209990907709252,1.998424926764671,1.991344500480722,-0.31718503057623826,-1.5247401684156134
0.00543913583705118,0.021756221520874235,0.04895029158375931,0.08701973696046149,2.224545232863254
0.08311493943180658,0.3313094361636082,0.7411444659545057,1.306928013064597,-0.6602540989498606
0.6586324591288514,1.9823909814826968,2.499140956582547,1.0499263417099391,2.8696010016271614
0.5663513556185666,1.8670653789604905,2.9172496129141994,2.677314128159363,0.9532579270253402
0.4750926285224703,1.6722040293931595,2.989018634800192,3.669310536944635,-0.3915012625475194
0.597101318603765,1.9158970941200655,2.8192975797551747,2.198990283584808,2.4747387365280824
0.244623111101004,0.948764122893555,2.0259476669342638,3.3408605899907804,-0.6656728024713863
0.8313692945820038,1.8480353074142997,0.5868645430444603,-2.8263837794806483,0.9147964286226407
0.8361880432538124,1.8344054039543725,0.5096354365969845,-2.9234617152953057,1.3462937265134678
0.018758965189556644,0.07502265708279476,0.16875147162356796,0.2998794252821918,2.0413390968403142
0.2708245364941759,1.0428139176915203,2.1990542999020493,3.559366421495785,1.1203977764739985
0.8108467516085319,1.8982199073620802,0.9003079155201384,-2.3913387853736605,-1.0727219563946209
0.2806411790951224,1.0774519353963126,2.2605328008197105,3.6309313824258647,1.7758464717668911
0.8071864268657273,1.905917603294314,0.953610744856616,-2.310733400099207,-1.4105609886453792
0.32397365433581715,1.2260019705633391,2.507715756774618,3.8745690549016962,3.9993500189731552
0.47116278735014205,1.662349522344248,2.985319240062694,3.697140180877439,-0.25582888715647645
0.5503819763201966,1.8380842186371174,2.952775175149035,2.8979923990626446,0.18370303161162593
0.10175008580558596,0.40488800815546117,0.9031096509571253,1.586017329230938,-1.651908739084397
0.8232796924771808,1.8692925324471796,0.713393732564838,-2.658723960449562,0.1379469981116328
0.49100320935951186,1.7109650303755595,2.9985517782919264,3.5439676993610076,-0.7863327396859079
0.667729447376716,1.988242011562521,2.43697785700103,0.8611057877108748,2.4515263798292324
0.04462071542377541,0.17830509274154438,0.400520356266338,0.7103803156880867,1.2421702375421635
0.774941194281318,1.9591546915154656,1.389929678705163,-1.5756909830741872,-3.381595798583226
0.2667582139384209,1.0283673038240342,2.1730339284086666,3.5280407314951345,0.842484184337555
0.130993923483616,0.5194606850505907,1.1519719732259288,2.0065336375675105,-2.943490094048107
0.15913054144764124,0.6284113141597605,1.3838198195988327,2.3863415457119928,-3.5707279661298914
0.6842758544579592,1.9959594624463157,2.3136726022114766,0.5072380484256583,1.4099614710635044
0.5775157414503974,1.885888162680091,2.8862543600066104,2.5116344302209606,1.5287662125313082
0.8219337424428041,1.8726383200110854,0.7340682662439058,-2.630308937323925,0.00551980057050061
0.4843678160993726,1.6950247463503723,2.995647266412919,3.5987113609793804,-0.6534701841588715
0.6420219610553864,1.9689176315601156,2.6025603263201487,1.3830906288509606,3.303522333727702
0.3543724320508961,1.3255008367033179,2.6553275711575393,3.9703540886111908,4.476713203796928
0.03381155385506147,0.13516888514393102,0.30384013568399987,0.5394393171231227,1.6407590193179171
0.5910716727790155,1.9070786639272654,2.8416428718747975,2.298171335519508,2.2024322503487017
0.761134326491988,1.9746694748255231,1.5588749855509683,-1.2531325623378171,-3.487218661609429
0.5555829318588057,1.8477824428149183,2.942329021868262,2.828254326986118,0.421795006192512
