INPUT 1,OUTPUT 1
0.9266014412740223,-2.057770881485627
0.4578289868703186,1.094725411267323
0.8681080429378503,-3.500957162003502
0.047955030205743765,1.103911178256253
0.5128616606199361,-0.7808480783258163
0.6899146562071794,3.350961149012397
0.7896250490369053,-0.6481998293125748
0.6765087640132857,3.312915653173942
0.24704917421957895,-0.6709079649540746
0.06611049235099453,0.24494043904311869
0.4178422871242161,3.036926219075915
0.7254598723581958,2.661960063744436
0.7278208323574697,2.577726311074149
0.2615237540440498,0.27776332323650277
0.5737923488839661,-0.13155104387866534
0.2756666288541717,1.2129845970191446
0.488117776272765,-0.1740299740392286
0.5340876424278612,-0.8970687404168927
0.8460798371524776,-3.192661068099918
0.44164359282383325,1.892908448379197
0.5267191589041067,-0.9009760328646443
0.21568100447916494,-2.4439093304589825
0.0008789813289017401,2.2478604899199968
0.06612008039747908,0.24445064207224965
0.5064930216141946,-0.6707520088392853
0.7129907022588681,3.031301173744315
0.8104779031812203,-1.7986595967853711
0.9023829564496062,-3.016501074413843
0.37277657755357363,4.404584477356464
0.6003439260490211,0.8807996382642027
0.5812774886549121,0.12713214206726997
0.08806720887659003,-0.9219147239346954
0.5923280481326362,0.5514526101623044
0.7089629375683936,3.1220100783246147
0.4847500077490179,-0.05689580990052079
0.41327760108878686,3.236036594639833
0.2110196314161059,-2.652016678839457
0.6347575343660463,2.291157352425823
0.41645072629639646,3.0986218404864028
0.35691909003355415,4.470985934873978
0.02403826836702261,1.9231338266640998
0.3195366040478539,3.6293143840317645
0.4594304898577961,1.0181934697891482
0.2409175731965565,-1.0569115714845947
0.31574979930799363,3.4708532497132865
0.7124784248965615,3.043635986556189
0.5852093349255254,0.2730804059381796
0.41773329422341143,3.0417883697595984
0.01826871934414953,2.051062830990972
0.2408238418951395,-1.062703409024147
0.029430082040693306,1.7772540173488365
0.2764782993164484,1.2658189920857397
0.7887603994062848,-0.5979452988222895
0.25644113253166956,-0.05912881932272085
0.8390669092694429,-2.9970556257643697
0.49262583870926924,-0.31893891153380216
0.5460646102389298,-0.7921334232088078
0.21724195407055857,-2.3703496128705153
0.849880291948395,-3.2797582727941776
0.1625825843621289,-3.5901515923805665
0.39079403606779783,4.0409018805014805
0.03665619289460054,1.5444156591865894
0.8058808056702157,-1.558775336689556
0.24553563521516897,-0.7673987329614667
0.9597325597721877,-0.279860036345982
0.5715170796102664,-0.2045134641367239
0.6480324324043498,2.7394545355180715
0.7732557884926538,0.31049336656774074
0.027884115101165396,1.8216008845337228
0.24622027932251955,-0.723840849034505
0.36834165002037145,4.448255953957046
0.44104301905986876,1.9228749745644815
0.37689397540530933,4.347201491535528
0.2899246453672478,2.1116810943854283
0.16262535989778892,-3.59038923443632
0.3140799899191723,3.397209523028187
0.6942685415381618,3.3281058637991325
0.2796821009567534,1.4727752663659448
0.18411130415220622,-3.4674938199188894
0.43761884758460645,2.0934170165070247
0.33230715872542016,4.070054297229582
0.7895882743792908,-0.646064762039644
0.3521248991101661,4.4411182049596984
0.2422764972789686,-0.9725457547007137
0.394574292999443,3.9298477857865928
0.28975293402514257,2.101320841192052
0.10529252345922491,-1.821643847044868
0.13979370676146574,-3.2054378370788887
0.08967517466280694,-1.00826503618039
0.7023866125119671,3.2387323777174473
0.9667851292366892,0.11675987891737383
0.9793420444455773,0.7991935738161653
0.889117488354511,-3.3393383151966036
0.10093576306101848,-1.6012251048338593
0.7987408869451292,-1.1686811316741963
0.30489770286960227,2.953794683843552
0.8787048057986285,-3.4749980544369947
0.21394618735087312,-2.523417464758748
0.8255752576944742,-2.5036974404458876
0.3108473520372437,3.2483374499164857
