INPUT 1,INPUT 2,INPUT 3,INPUT 4,OUTPUT 1
0.799583541466388,1.9207751813934533,1.0618420836726143,-2.141031851081811,-2.057770881485627
0.44200172052721676,1.5859272829399862,2.9417927280509977,3.8650250532092727,1.094725411267323
0.7631075856555253,1.9726986440771628,1.5353737997459638,-1.2993485353574423,-3.500957162003502
0.04793665207574983,0.19152617216034726,0.43010801208063404,0.7625837900666578,1.103911178256253
0.4906727431978435,1.7101788822025978,2.9984437784506857,3.546777731999753,-0.7808480783258163
0.6364713588438009,1.9636422934681994,2.6342598097157004,1.4908633548007102,3.350961149012397
0.7100893150111659,1.9999285341767816,2.0942507780988127,-0.06762694809431784,-0.6481998293125748
0.6260745075853429,1.9527595468618457,2.6898468127147184,1.687664017322737,3.312915653173942
0.244543794532294,0.9484760662463956,2.0254046306765345,3.340140662645582,-0.6709079649540746
0.0660623458182063,0.26367212975682425,0.5911013743036063,1.0454827050198512,0.24494043904311869
0.4057893216152247,1.4835116178959797,2.850272439672876,3.979787261163192,3.036926219075915
0.663479586724707,1.9856468058488153,2.4665106130251617,0.9498514326414154,2.661960063744436
0.6652441929381192,1.986754050943223,2.4543532327274127,0.9131147646537959,2.577726311074149
0.2585527935114895,0.999045024764204,2.1195654960403445,3.461894440091579,0.27776332323650277
0.5428209428393463,1.8235493164095062,2.966052388576871,2.9956600607230324,-0.13155104387866534
0.27218845697839816,1.0476467978528115,2.2077100481130394,3.5696548452114527,1.2129845970191446
0.4689643076514806,1.6567892176544181,2.9830208726428213,3.712168495671695,-0.1740299740392286
0.5090559547446983,1.7526459089048714,2.998514902125355,3.3771668811702154,-0.8970687404168927
0.7486873976486316,1.9852890077799499,1.7022202846178929,-0.9614011276843234,-3.192661068099918
0.4274259324217574,1.5456582901668614,2.9097810521335212,3.923586454550846,1.892908448379197
0.5026998926310184,1.7382578045432049,2.999868554268234,3.438869366455348,-0.9009760328646443
0.21401270407809236,0.8362168697568951,1.808489262804859,3.038468001409047,-2.4439093304589825
0.0008789812157170508,0.0035159235046521423,0.007910822792158665,0.014063672287164182,2.2478604899199968
0.06607191291653979,0.263710147138489,0.5911859748610683,1.0456307802772393,0.24445064207224965
0.4851135550142652,1.6968324519950806,2.9960506747523343,3.592735098227911,-0.6707520088392853
0.6540988871198788,1.9790652625098997,2.5286519441172968,1.142390025336985,3.031301173744315
0.7246166051416559,1.9974845540754502,1.955862899676975,-0.4006031089245601,-1.7986595967853711
0.7848059536560136,1.9455074993062116,1.262717762389853,-1.8041918250687479,-3.016501074413843
